seq,referringId,partnerOrderId,clientId,subclientId,state,partnerShipmentId,mkpPartnerId,firstName,lastName,line1,city,state,zipCode,country,partnerLineId,upc,quantity,price,currencyName
155,15555965994,MB4AEYEUX,AD4,C46C,CREATED,44784931,6A6C,Aaron,Rempel,771 Adolphus Locks,North Elliottshire,MS,24639-6587,USA,1,55335924,10,45.56,USD
156,15649417818,XF9KK5P82,DD9,8A77,CREATED,44600808,1E95,Waylon,Hermiston,152 Schuster Park,North Skylarhaven,AR,70853-0825,USA,1,16270702,7,10.76,USD
157,15726520083,SU9CX8MB1,940,C713,CREATED,12137160,69E7,Alysa,Walsh,27077 Selena Fort,Ricemouth,WA,95917,USA,1,48466594,5,33.31,USD
158,15825542735,SUBHC9B11,D7B,CC38,CREATED,29633899,8378,Lois,Gleason,4275 Bogisich Rest,Kemmerland,CO,59988-2717,USA,1,45257876,8,19.22,USD
159,15917843012,1C9ECGBK0,823,5914,CREATED,27767630,130C,Bartholome,Corkery,8538 Braulio Common,Charleston,WV,90356-9833,USA,1,37716053,8,74.58,USD
160,16088485526,MB4WF1X42,D56,4BCC,CREATED,17608969,6691,Tristian,Heathcote,3756 Graham Cape,East Jordane,MA,85349-7775,USA,1,91239137,6,28.53,USD
161,16153000537,W09LJ7GG3,6C3,19EB,CREATED,29453999,9D16,Ona,Spinka,572 Koelpin Grove,Veumville,VT,62636-9926,USA,1,94557278,2,53.06,USD
162,16289356451,RFW3U55C5,8C0,617C,CREATED,43238369,E464,Jennie,Corwin,5620 Lueilwitz Valley,Montytown,MT,76199-4171,USA,1,39964368,2,90.35,USD
163,16349461215,L1CHMY6K5,C94,5DC6,CREATED,65162430,1509,Arthur,Wisoky,341 Lukas Mountain,South Vincenza,NE,14503-5861,USA,1,73632775,1,70.59,USD
164,16429040492,1G8A8JM50,5DA,8931,CREATED,89412150,8869,Marty,Morissette,25085 Green Square,Port Darlene,NV,46430,USA,1,58050369,9,77.28,USD
165,16599690347,1A97MEDB0,69B,8612,CREATED,18992012,88E3,Amiya,Reilly,25664 Sporer Glens,New Esther,MN,13600,USA,1,70561704,1,34.87,USD
166,16675944798,RF5JT2MJ2,7E7,AE4E,CREATED,83030100,EEE4,Jett,Altenwerth,902 Malcolm Falls,Schmidtfort,SD,25097,USA,1,11306650,8,81.21,USD
167,16750733880,TAM7H8UE8,157,A3C4,CREATED,33311987,087D,Maeve,Trantow,46488 Moore Villages,Lynnhaven,AK,24204-9122,USA,1,43071384,7,23.83,USD
168,16884488199,RF3MXA4Z6,7BD,9E8A,CREATED,21129473,39A7,Iliana,Denesik,916 Harvey Ranch,Julienbury,MO,34204-0524,USA,1,17440403,5,57.25,USD
169,16998113409,VF6R8KFW1,991,18B4,CREATED,10135839,3C58,Glennie,Runolfsson,7322 Hassan Gardens,West Gardnershire,TN,25924-5466,USA,1,78207516,8,77.29,USD
170,17080004245,VF5B3WYC8,19E,13C8,CREATED,89958963,8E70,Cornelius,Swaniawski,8371 Mercedes Glens,East Antwon,VT,77687-0974,USA,1,23437226,4,36.78,USD
171,17176476881,LLD6H7LG8,54A,2900,CREATED,78137687,811D,Florencio,Walker,825 Ortiz Union,North Coryberg,OH,98089-1809,USA,1,53630212,1,93.68,USD
172,17256554633,SARBXY232,13C,AE7D,CREATED,88940698,2773,Paige,Mueller,80030 Hane Greens,Orlandomouth,UT,81509,USA,1,59415879,4,46.66,USD
173,17322809380,3R9P9X6P3,850,9616,CREATED,59657442,0469,Yasmin,Anderson,36412 Schneider Points,West Alivia,ID,15594-8871,USA,1,64529660,4,85.87,USD
174,17417590431,SUBX22KB5,339,724B,CREATED,64707181,D366,Hulda,Heathcote,5520 Lockman Parks,Considineside,KS,59423,USA,1,37458032,4,14.31,USD
175,17536560491,1F1ZAMNM6,4BA,2415,CREATED,24897721,1008,Douglas,Kihn,40099 Ryann Parkways,Gerryfurt,HI,91524-9379,USA,1,55918229,5,10.83,USD
176,17639676473,WBTU9WJGX,E47,0A26,CREATED,46833165,8376,Dillon,Krajcik,9422 Hane Ports,Angeloside,DE,76170-9917,USA,1,95084220,4,52.18,USD
177,17765607793,3R9ACRBR0,DCB,8574,CREATED,15612358,C091,Audra,Rice,3064 Stefanie Brooks,West Albertaburgh,HI,36180-6273,USA,1,33774594,10,73.15,USD
178,17854485236,RFWB73S72,9E6,C40C,CREATED,45448811,5EC6,Queen,O'Conner,98181 Stamm Plains,Ivyview,MA,45639,USA,1,62960671,1,65.65,USD
179,17913342297,L1CAZBEL4,7C9,4858,CREATED,77706404,D4B7,Jordy,Koch,5848 Will Circles,New Wadeland,PA,28686,USA,1,30709812,9,75.94,USD
180,18077950797,1C9SLERB6,793,33CD,CREATED,85154040,A446,Rasheed,Cartwright,8798 Penelope Cliff,Karleybury,NJ,30283,USA,1,51511558,5,43.31,USD
181,18122215764,KPHBBP2S1,2B1,7E05,CREATED,54066126,9405,Tess,Strosin,709 Bayer Pines,Port Demarcusborough,FL,76692-0087,USA,1,18737520,7,69.89,USD
182,18248513646,SUB9TXDTX,5DD,43B9,CREATED,42527462,647D,Josephine,DuBuque,589 Aisha Cliffs,Pacochafort,RI,21956,USA,1,99209582,2,63.54,USD
183,18384550148,1C9CMR3Z0,397,CB94,CREATED,16437060,C587,Rebecca,Harber,58638 Lois Groves,Port Maurice,MA,58814,USA,1,91644745,9,31.44,USD
184,18442887983,1F9RXA010,5D7,24A3,CREATED,22905797,B854,Novella,Effertz,57340 Haskell Square,North Troy,OH,14042,USA,1,13026950,1,49.66,USD
185,18512805999,1F1EMG22X,462,238E,CREATED,25679814,323D,Samanta,Trantow,76888 Maye Extensions,Torphyfurt,ID,59169-7052,USA,1,55024721,5,63.36,USD
186,18640595563,1F1DB9X17,B99,ACAD,CREATED,30789290,523D,Joesph,Pagac,955 Elfrieda Course,North Joshuamouth,RI,92225,USA,1,60059483,9,58.68,USD
187,18773758935,SALVEFPJ2,0E6,D75D,CREATED,42485798,6971,Delphine,Hegmann,661 Hansen Gardens,Christyberg,MD,80022-8996,USA,1,23993376,8,31.76,USD
188,18836072215,SAJM36KB7,E3D,A951,CREATED,94079601,0E2E,Faye,McDermott,7012 Daron Parks,New Emeryfort,CO,49506,USA,1,80234134,2,74.01,USD
189,18985066686,3A9Y58BJ2,558,1852,CREATED,10335299,5E83,Gavin,Cole,996 Freeda Street,Port Buddyside,OH,82346-3580,USA,1,58230780,6,58.97,USD
190,19098542154,1F9VKTTK3,002,558B,CREATED,86451180,ED70,Jordi,Stanton,8914 Gottlieb Orchard,North Tate,WV,41080,USA,1,28291339,2,97.78,USD
191,19136066432,KPL8K9FP7,0CB,58B7,CREATED,76227726,0103,Georgiana,Dare,83644 Bergstrom Union,Port Rosemarymouth,OH,68118,USA,1,74820617,1,63.46,USD
192,19242281502,DLAR1YDJ4,23C,9E1C,CREATED,49901518,9CA2,Merlin,Muller,602 Kamille Ways,Kiehnmouth,SD,77539-4319,USA,1,85147486,8,63.12,USD
193,19361067259,WBTZVEXN6,A9E,199D,CREATED,95881581,C967,Wyatt,Treutel,9907 Rempel Lakes,East Rick,OR,15242-1405,USA,1,98888166,9,76.06,USD
194,19496692476,1B9D6NV29,8AE,6A1B,CREATED,66185972,60C1,Kyleigh,Considine,319 Cassie Fork,Laurenhaven,OK,39529,USA,1,36850247,2,46.41,USD
195,19519738854,XF9NS2D8X,1DC,0C10,CREATED,41097815,C41C,Austen,Reichert,515 Doug Centers,New Haliestad,ID,64630,USA,1,20435570,3,81.64,USD
196,19658367205,RF5LT2GA6,25E,D172,CREATED,71837049,AA4D,Pierre,Connelly,81404 Gerardo Unions,Edytheshire,AK,22882,USA,1,39964424,2,89.87,USD
197,19726146273,SAL2AJGW4,7AE,831D,CREATED,57244472,9977,Chasity,Goyette,55702 Spencer Orchard,Mitchelltown,MS,39736,USA,1,76727418,3,24.41,USD
198,19887701759,WBWKWV4N8,195,48E6,CREATED,55442095,6484,Estevan,Ryan,7878 Spencer Highway,East Trentonmouth,IL,44230,USA,1,78822288,7,22.19,USD
199,19991222301,SUAFBTVE8,11D,AD92,CREATED,18014769,B288,Quinten,Gusikowski,53227 Theodore Shoal,Greenholtmouth,VA,42776,USA,1,62591571,2,59.27,USD
200,20038986071,4RA1CEKB4,D7D,722C,CREATED,76287359,2EBD,Nolan,Rice,698 Labadie Overpass,West Trishaport,WV,86364-8878,USA,1,43283436,4,59.37,USD
201,20142350724,SAJE5GSU8,4D9,8C93,CREATED,62244913,0AA6,Cloyd,Heathcote,5865 Floyd Cape,Candidaberg,OH,33045,USA,1,62570212,8,62.83,USD
202,20270296214,RFWWML6Z4,788,B6C0,CREATED,25629066,E547,Philip,Huel,795 Rahul Freeway,New Margarita,DE,36233,USA,1,72507878,10,82.09,USD
203,20330293163,3R92RDB14,D54,8CDE,CREATED,44185535,3019,Micah,Pfannerstill,236 Myles Mall,East Trinitystad,KS,70938-2050,USA,1,82986072,2,23.51,USD
204,20486259348,WD3T0KGTX,E60,247E,CREATED,49896801,E7C2,Stevie,Gutmann,3859 Rutherford Branch,Nienowton,UT,30502-0837,USA,1,71913972,10,83.63,USD
205,20585531448,1C9GWRT84,52E,EEEE,CREATED,99953937,1DA6,Caesar,Bashirian,57283 Crooks Points,Roobfurt,MT,82153-8887,USA,1,74482475,6,74.88,USD
206,20676300584,5FSFS3677,CEC,E8BD,CREATED,79594233,BD48,Tierra,Hilpert,34093 Mante Meadow,Nolanton,OH,30332,USA,1,21562906,3,10.91,USD
207,20761956574,3R92BYMN7,538,5130,CREATED,70341980,A3E7,Citlalli,Shanahan,853 Blanca Courts,North Erickmouth,SD,66844-0899,USA,1,34729723,2,31.94,USD
208,20818127521,MB479AKDX,A2C,344B,CREATED,31653265,9512,Dennis,Harber,37156 Nikolaus Ranch,Adrielton,MS,75642-5396,USA,1,88998629,8,20.17,USD
209,20923545131,RF570BVF2,2AB,D50B,CREATED,58256851,62E4,Luz,Orn,1299 Ruthe Isle,South Guillermo,CT,58674-4335,USA,1,22868856,6,95.75,USD
210,21085869326,VF6AXVDS8,B9E,6850,CREATED,75032645,2509,Quinn,Robel,190 Florencio Courts,Lucyborough,WV,96000-6422,USA,1,87464999,5,19.33,USD
211,21128311653,1C9RA5LM1,CE0,A042,CREATED,81581733,D31B,Otho,Armstrong,4187 Lavinia Dam,Lake Ozella,OR,40639,USA,1,50447307,5,64.58,USD
212,21230393808,1B9X6C431,2B8,0650,CREATED,50054457,7829,Ashlynn,Lynch,786 Otho Island,Jermaineland,MD,37652-2336,USA,1,83785570,3,66.48,USD
213,21393706915,SUBV1AZ01,128,C478,CREATED,28096912,1C16,Abe,Harris,77494 Ardella Path,East Mauricioville,SC,67833,USA,1,41567476,3,92.02,USD
214,21421828405,1C93HHDP7,BEE,AC70,CREATED,58291636,C1E5,Lia,Mante,998 Koelpin Meadows,South Carlo,VA,80664-2324,USA,1,62756323,4,51.26,USD
215,21538025757,J81701D74,559,BE59,CREATED,82707205,076D,Ava,Hickle,1934 Carter Underpass,Hyattville,RI,33677-4484,USA,1,71350569,1,64.65,USD
216,21653900246,W09NXW8J8,A0A,1C6A,CREATED,11385246,1011,Enid,Robel,5720 Bins Summit,Theresiamouth,TN,74206-7988,USA,1,99964505,4,25.13,USD
217,21761302640,KPH1A4S07,2CB,289C,CREATED,77415667,E0D7,Kendra,Flatley,5673 Michel Tunnel,North Bettye,MA,46314-6282,USA,1,30607786,1,57.74,USD
218,21810353094,3A94NFK19,241,B397,CREATED,28484581,6B03,Floyd,Terry,3095 Goldner Corners,Port Walter,NH,38304-2413,USA,1,12075200,9,43.98,USD
219,21945423683,VF4YZ9NK5,505,8E1A,CREATED,51618093,016D,Donna,Nikolaus,54461 Marley Islands,Federicobury,UT,96735,USA,1,43842868,10,42.69,USD
220,22076821614,SAJSN3TC7,B06,2126,CREATED,31574896,0240,Philip,Kuhic,5758 Doyle Parkway,Bergstrombury,HI,14641-2485,USA,1,86831941,6,71.01,USD
221,22162563173,SALY63E22,60A,5ED3,CREATED,88585600,ABA7,Treva,Bernier,747 Hickle Expressway,Port Elsefort,OH,89258-4029,USA,1,64509791,5,85.51,USD
222,22264120508,SUBGNGLV9,3B7,9A20,CREATED,31104301,3DBD,Triston,Dietrich,9917 Baumbach Stream,Lavadamouth,WY,87929-9369,USA,1,65671716,7,27.44,USD
223,22378485064,5FSSHGPH3,C90,5874,CREATED,16242955,6DEE,Ross,Stamm,8149 Macejkovic Flat,Feltonmouth,ME,55981-7891,USA,1,57622384,4,80.47,USD
224,22462872438,1B6BTFJT8,E0B,477D,CREATED,72437428,0E98,Jessika,Goyette,4037 Torp Square,New Federicohaven,IL,99969-5107,USA,1,41675032,10,38.76,USD
225,22514517451,WBWZ6RL28,89E,3C6D,CREATED,13979644,9B29,Theodora,O'Reilly,23520 Carroll Turnpike,Lake Sean,NM,66293-6069,USA,1,76981231,2,67.83,USD
226,22628427814,RF3UGT861,4D9,0642,CREATED,92639967,72C7,Nico,Parker,42728 Kennedy River,West Gay,NC,62746-9371,USA,1,57446596,8,66.15,USD
227,22792408745,SUA1HH1Z7,46B,34C7,CREATED,77309474,8A69,Dexter,Beier,451 Stiedemann Grove,Hoppetown,PA,41933-6117,USA,1,29153773,8,23.19,USD
228,22886600471,1F99UJ8B3,EDC,1ECE,CREATED,69324666,9778,Patrick,Heller,76071 Jalyn Mission,Lednerfurt,MI,71961,USA,1,12881929,4,16.94,USD
229,22943720739,SUAVP8VU1,94E,0EBB,CREATED,42091971,BD0C,Maci,Gottlieb,110 Brice Square,Giovanniland,CT,25005,USA,1,35120664,2,63.64,USD
230,23078203456,KPHJMYL24,6C2,78D5,CREATED,67145202,BBE0,Elvie,Feest,18018 Fay Estate,East Garryborough,NV,51145,USA,1,79585421,8,62.45,USD
231,23186119840,DLA5DSY55,C8E,838D,CREATED,33518297,B2CD,Barbara,Kris,477 Donato Road,Altenwerthtown,MS,52782-6227,USA,1,63381475,5,23.33,USD
232,23274774293,WBWP7URX3,6D5,6289,CREATED,96229251,7EC9,Bernadine,Halvorson,957 Powlowski Stream,Heaneyland,HI,25175,USA,1,68563199,6,81.76,USD
233,23345840435,SXM52R5V3,B8E,E44B,CREATED,18975678,1092,Diana,Powlowski,431 Emmitt Knolls,Feiltown,AK,69131-5628,USA,1,67416097,9,73.55,USD
234,23422176262,VF4SPXBP3,39A,0292,CREATED,59370756,02B2,Harmony,Schneider,8666 Margarette Crescent,South Bernhardhaven,GA,67015,USA,1,20128364,4,96.87,USD
235,23535373892,KPH1EZDB0,109,0092,CREATED,14968419,1EB1,Gretchen,Halvorson,33620 Fernando Creek,Port Will,AL,81599,USA,1,25711678,10,68.28,USD
236,23690516179,RF4MN4F70,1C9,944D,CREATED,88992838,9961,Pansy,Beer,264 Kailyn Prairie,Jerryberg,WY,83015,USA,1,29740314,10,10.94,USD
237,23778739540,SAL8E85ZX,739,EA49,CREATED,69705545,97A5,Timothy,Runte,272 Erling Mountains,Reingershire,TX,35313-7443,USA,1,24677399,5,30.75,USD
238,23819346434,1B97HAXN2,4EC,A890,CREATED,83445948,3AA8,Zion,Turcotte,97565 Marcelle Vista,Hettingerchester,MA,84424,USA,1,22133057,4,12.72,USD
239,23935089685,SUBE93DR1,A63,986D,CREATED,74624831,3373,Amy,Monahan,88347 Sadie Gateway,South Shanelleport,AK,47187-6942,USA,1,42023108,4,47.63,USD
240,24030755908,RFW725RK0,96E,20BE,CREATED,38546581,8598,Amara,Lind,455 Osinski Valleys,Uptonfort,MS,71505-4050,USA,1,70230837,4,81.14,USD
241,24186037889,KPLPVD3J9,7D8,9723,CREATED,97134557,4242,Ida,Lind,59495 Weimann Station,Wuckertfort,IL,80960-3945,USA,1,89442153,4,12.77,USD
242,24267470168,SARN66BU9,ABE,2162,CREATED,55854920,B771,Rosalyn,Schuppe,2200 Ernser Valley,Destinport,VA,14189-4649,USA,1,25005177,10,67.65,USD
243,24310074735,DLALCRS74,111,617E,CREATED,38773708,2C6D,Myrl,DuBuque,8703 Sauer Row,Alysastad,AL,28706,USA,1,27576244,9,86.63,USD
244,24447198083,WD2DLZKY8,D8E,C386,CREATED,89418312,4530,Seth,Zieme,751 Paula Loop,Raubury,VT,22209,USA,1,63899565,1,50.51,USD
245,24589006534,SAJPES8W5,B88,2325,CREATED,34722496,3854,Kayley,Krajcik,2719 Maiya Rapid,West Nettiefurt,VA,34035-0376,USA,1,52828556,3,19.99,USD
246,24680422770,SUAFAUTP1,90E,8319,CREATED,79689372,4BE0,Curt,Breitenberg,27955 Rice Plaza,Port Obie,KY,25991,USA,1,37787585,6,92.67,USD
247,24756082023,L1CF6D3G7,44C,D27B,CREATED,32691266,3A3B,Kiara,Carroll,693 Pollich Oval,South Ariel,KS,21891,USA,1,17403501,2,18.98,USD
248,24871256951,SUAA1UDW2,BAE,DA30,CREATED,52987060,3675,Frederik,Effertz,185 Robyn Circle,Hesselport,KS,94452-0952,USA,1,42124365,9,83.29,USD
249,24910852046,WBS1X6E68,ED5,112A,CREATED,45892321,270E,Lilliana,Schinner,2786 Judd Lane,Lake Ezequiel,UT,12064-6219,USA,1,35545551,8,14.85,USD
250,25083015088,SAR2SW3E3,BB2,32DC,CREATED,64916483,2BA3,Mable,Konopelski,983 Bogan Villages,South Florine,AZ,93305-8180,USA,1,81636664,10,14.48,USD
251,25111338220,3R93DZMM1,660,ACB9,CREATED,60377728,0D6D,Myra,Senger,299 Orn Coves,North Noblemouth,FL,64280,USA,1,23716555,8,53.68,USD
252,25220172083,WD2UYKBL8,45E,E18B,CREATED,60117697,35C6,Chadd,Effertz,348 Price Circle,North Carlottafurt,IL,88015,USA,1,22553594,2,46.56,USD
253,25329984161,L1CV80FN8,629,B220,CREATED,22769737,B34E,Baron,Douglas,126 Pollich Estates,North Arttown,PA,80339-4356,USA,1,48379500,7,73.41,USD
254,25458664051,WBW0JGH53,7B4,0A84,CREATED,54907491,47C0,Kavon,Altenwerth,7078 Thiel Crossing,New Darianland,NJ,79871,USA,1,35723777,1,67.54,USD
255,25546355151,J81CX3S54,487,3694,CREATED,57512010,AE53,Jaleel,Jacobson,30883 Tyree Stream,Leannonhaven,CO,70177-7738,USA,1,55916452,5,78.87,USD
256,25643018684,WBTLPLMT6,E4E,1B62,CREATED,31194660,8379,Hailee,Johnston,81457 Buster Springs,Walshbury,OH,81919-8471,USA,1,66675426,8,28.22,USD
257,25757389006,1C9GGED99,2C4,A708,CREATED,50002509,563B,Raymundo,Berge,3409 Yessenia Wall,Lake Jana,NC,93134-9370,USA,1,87005184,2,78.17,USD
258,25880629505,MB4YCUWW7,EE6,3969,CREATED,87515259,BD21,Adriana,Turner,8655 Marquardt Valleys,Berryville,NM,31591,USA,1,40692676,6,15.21,USD
259,25932837692,GA11LCENX,BE5,35A1,CREATED,69042917,5DD5,Hanna,Labadie,95985 Josie Ports,Izaiahmouth,UT,46589,USA,1,26101857,2,25.46,USD
260,26017893485,WD2MRPKS1,586,82A0,CREATED,70190533,9D7C,Rosalia,Cummerata,208 Winfield Inlet,North Deangelo,MS,90933-3030,USA,1,34010248,3,91.62,USD
261,26117426749,J818NZ351,8E8,6E03,CREATED,26618464,729C,Ludie,Simonis,446 Gladyce Causeway,East Lane,TN,48477-3398,USA,1,22544527,3,56.44,USD
262,26213502038,J812L6LUX,AA3,18CE,CREATED,26626586,5430,Layne,Maggio,7695 Aurelia Ways,North Deon,NC,25874-8307,USA,1,80948256,6,86.59,USD
263,26391034177,KPHJTYHW8,E58,0C85,CREATED,86705562,E7E7,Eloise,Welch,302 Bradley Forks,Lake Libbie,MO,81194-0641,USA,1,57377864,1,71.35,USD
264,26452957193,TRCL8HBS2,284,4155,CREATED,38054066,8095,Margarette,Predovic,91239 Hodkiewicz Underpass,Autumnfurt,TX,65067-2349,USA,1,64219626,9,24.44,USD
265,26588431598,1A94EBE90,BB8,EBB4,CREATED,15474317,3D0B,Abigale,Krajcik,7998 Schmeler Canyon,Tadport,WA,48954,USA,1,49225127,9,91.27,USD
266,26624284124,1C95FWT77,646,04B1,CREATED,36832473,3B73,Joanny,Fisher,34909 Padberg Falls,Wuckertmouth,NJ,78678-5311,USA,1,94492485,5,12.65,USD
267,26739106260,1F8SCCWA0,A0D,65C6,CREATED,44133935,B428,Eliezer,Wolf,541 Josiah Loaf,Bartonburgh,MS,64907-5574,USA,1,52434062,8,55.31,USD
268,26850092383,RF4TXCK39,637,3220,CREATED,60727073,3DD0,Letha,Hammes,60004 Lacy Trail,West Sigrid,WI,93211-0842,USA,1,90111397,10,94.63,USD
269,26958409807,1C9XZGVA5,4E3,90A2,CREATED,73788437,1AD6,Ronny,O'Connell,15792 Rodrick Pine,Port Alycehaven,NC,16583,USA,1,57695308,7,90.79,USD
270,27029124884,SARYL2GT3,E22,9BB6,CREATED,37165036,706C,Connie,Gerlach,17569 Libbie Junctions,Brownmouth,MT,66410,USA,1,89427435,10,72.06,USD
271,27162474093,RF3MRJ8U3,D98,C7B3,CREATED,78222799,9CD5,Columbus,Robel,755 Doyle Union,Kiehnfurt,ME,83378,USA,1,36813268,1,69.67,USD
272,27296946314,3R9TKXLD6,D08,E9D6,CREATED,24460816,369B,Orlando,O'Reilly,473 Ana Ridges,North Lucious,MD,73709-0077,USA,1,13849325,6,65.52,USD
273,27360307583,SARVSFC63,BEE,0337,CREATED,74830299,9382,Norberto,Roberts,5468 Easton Avenue,Curtfurt,SD,57200,USA,1,82987136,5,73.67,USD
274,27492751863,15ER1FRK9,D6A,BA7E,CREATED,92209312,ACD4,Gladys,Huels,4913 Cummerata Ranch,North Abner,MO,20530,USA,1,44223562,9,85.81,USD
275,27527445952,MB4DXJ5N5,6A6,CEA0,CREATED,57809735,1896,Fletcher,Klocko,303 VonRueden Drives,West Durwardmouth,MD,91265,USA,1,37448485,8,42.97,USD
276,27620377281,1F9LBSG65,447,38E7,CREATED,22850230,9ABA,Neoma,Veum,8050 Wolff Hills,East Nathenmouth,IN,23762,USA,1,28146088,6,81.39,USD
277,27760960751,RF5JHT6K5,874,2812,CREATED,21986718,BCC4,Mireille,Hoeger,53829 Alysa Square,Langport,NJ,96130,USA,1,88503343,3,48.87,USD
278,27898337730,1F8BDXRF0,D54,1463,CREATED,64318445,7A2D,Wilber,Baumbach,6070 Felicity Oval,West Hankton,LA,47468-8273,USA,1,54062444,9,12.78,USD
279,27959123092,TAM8805A4,6B6,E73E,CREATED,83607507,865A,Everardo,Watsica,978 Cummerata Spur,Lucymouth,CO,25415-4250,USA,1,70337322,7,62.17,USD
280,28025446061,WBWLJNKZ2,55C,A53E,CREATED,19662723,7438,Sebastian,Pouros,4167 Tremblay Shore,North Uniqueport,HI,19067,USA,1,84275317,9,23.39,USD
281,28181138499,WBSC7HGE5,5DA,6148,CREATED,32206356,C214,Bethel,Kutch,3505 Ritchie Meadow,West Carissa,MO,10743-1341,USA,1,91079696,1,24.44,USD
282,28299410689,1A9Y0TXJ9,E55,6007,CREATED,45277773,B280,Dessie,Bosco,53237 Cooper Station,South Sydni,IN,20098-3472,USA,1,28271786,9,87.78,USD
283,28382464905,9BETHY9F2,784,E1E0,CREATED,69082730,9E73,Effie,Grimes,59650 Bednar Bypass,Doraport,NC,74585,USA,1,51356519,7,20.39,USD
284,28435952614,WD3X5MU48,7AA,9113,CREATED,72770320,7AE1,Rubye,Towne,841 Dora Mission,New Romaburgh,KS,24391,USA,1,17825232,7,35.13,USD
285,28543505153,WD21FU2G9,60A,43D5,CREATED,73727632,9197,Francesco,Fahey,412 Jettie Wall,Sengerside,MI,16134-2577,USA,1,66547334,8,77.47,USD
286,28676026291,1B99LVN09,45C,B711,CREATED,31787215,249C,Penelope,Kling,88243 Jones Canyon,New Ramon,OH,41997-7707,USA,1,98942745,5,41.98,USD
287,28769657738,1B6X4PHW1,C33,5E41,CREATED,28192859,3733,Felicity,Runolfsson,68816 Bethel Locks,Donnieton,AL,61752,USA,1,40302894,5,44.94,USD
288,28886102438,RF52VX8E0,93C,B6B8,CREATED,70216942,B64C,Aletha,Moore,328 Gabriel Fort,Kylerhaven,ME,49036-6695,USA,1,29963646,9,46.58,USD
289,28983089266,1F8VBBAC2,437,04C4,CREATED,26798858,B688,Allen,Macejkovic,247 Bennie Parkways,Cronaland,NH,62740,USA,1,93391348,10,88.51,USD
290,29048457163,W090B6Y49,106,E557,CREATED,72966816,8B84,Justen,Metz,8115 Chris Via,Blockborough,VT,12576,USA,1,16390992,3,17.27,USD
291,29166484915,RF5SPNLJ9,718,4A83,CREATED,92276155,A73C,Marietta,Balistreri,286 Weissnat Trail,East Lenny,AK,65540-5981,USA,1,16822909,2,80.56,USD
292,29284921322,WBSPM9229,505,7E48,CREATED,50295768,3273,Keshaun,Harvey,7958 Genevieve Squares,Kilbackchester,WV,50915-3827,USA,1,75665106,2,59.42,USD
293,29346344725,WBSNZCT61,14C,B7D8,CREATED,95746375,9E2B,Corbin,Vandervort,221 Pagac Curve,South Angusmouth,RI,59844-4286,USA,1,34206397,4,26.64,USD
294,29468581324,W09S0J3V7,A4A,6C15,CREATED,70005194,5420,Cheyenne,Fahey,513 Tiara Shoal,West Dorcas,AR,36656-0553,USA,1,73083961,3,80.64,USD
295,29521352965,RF58TSEJ2,BE2,B030,CREATED,56708378,3CD4,Jasper,Crooks,9283 Wyman Walk,South Davonland,KS,98888,USA,1,33895354,10,89.94,USD
296,29619060181,WBS5DX2G4,066,7AD4,CREATED,56590006,7CA0,Chanel,Gutkowski,68199 Kristopher Mews,West Loy,NH,10941-0156,USA,1,82333919,3,95.72,USD
297,29740336958,1C9CZ0T66,E45,B7CA,CREATED,69939813,55E7,Sonia,Erdman,7085 Lang Walks,East Kurtstad,AR,42928-2522,USA,1,12607662,2,95.09,USD
298,29891641138,8C983WSP1,D91,ADC7,CREATED,10880323,AA59,Davon,Oberbrunner,93614 Weldon Rapids,Layneville,OR,81020,USA,1,72057131,8,15.12,USD
299,29958417703,SUAW736F4,22C,9D74,CREATED,96509145,92B3,Tod,Goodwin,1673 Thora Freeway,North Esta,HI,34738,USA,1,96303744,4,81.08,USD
300,30030039640,RFW8YX2L7,312,467D,CREATED,57542929,B255,Antonietta,Bradtke,35498 Fiona Haven,Lake Sallyshire,MA,79594,USA,1,25667291,8,43.74,USD
301,30161569491,SXMUN4MA3,C8B,8C9D,CREATED,72515733,4574,Aletha,Nolan,79155 Pfannerstill Springs,Port Zechariahfort,OR,79446,USA,1,68329993,8,88.38,USD
302,30287869408,1F17GCXG7,EDA,1BD0,CREATED,11639188,71D2,Morris,Spencer,24030 Willis Overpass,Port Ianchester,NC,95565,USA,1,10614488,4,14.26,USD
303,30340427431,RF4K2XSDX,C88,B131,CREATED,18785967,C318,Melany,Pouros,770 Nellie Ford,New Rodolfostad,FL,53507-6094,USA,1,13717442,2,85.88,USD
304,30468289196,1G8ZBVCV4,459,CCB2,CREATED,60491229,945D,Maryam,Cronin,195 Marques Meadows,Lake Vince,MS,22511-7904,USA,1,38503875,6,54.92,USD
305,30580734489,1C9E1VWW2,701,EA75,CREATED,57089225,B462,Toy,Pouros,6981 Prohaska Brook,North Brandonstad,KY,87259,USA,1,77041358,10,79.64,USD
306,30651388645,SAJLXWS9X,40D,1113,CREATED,61412854,4851,Noemie,Gutkowski,29833 Frankie Heights,Stehrville,CO,86939-5787,USA,1,66825452,8,43.31,USD
307,30771369949,9BEDE3146,79B,E05E,CREATED,19017649,7C06,Daisy,D'Amore,557 Karolann Run,Lake Jadyn,MS,94616-8366,USA,1,88973498,4,81.91,USD
308,30818114957,SUAHUW9G2,AD6,B977,CREATED,39147370,2A77,Joe,Pfeffer,263 Windler Common,Lake Marcelo,ID,54557-4393,USA,1,26706588,7,49.73,USD
